Order_ID;Row ID;Product_ID;Customer_ID;Order_Date;Ship_Date;Ship_Mode;Sales;Quantity;Discount;Profit
CA-2016-146934;2442;FUR-TA-10003748;AF-10870;5/22/2016;5/27/2016;Standard Class;174.286;2;0.3;-19.9184
CA-2016-146934;2443;OFF-AP-10003217;AF-10870;5/22/2016;5/27/2016;Standard Class;662.84;4;0;172.3384
CA-2016-146934;2444;TEC-AC-10002399;AF-10870;5/22/2016;5/27/2016;Standard Class;95.1;5;0;30.432
CA-2016-146934;2445;OFF-EN-10002973;AF-10870;5/22/2016;5/27/2016;Standard Class;26.88;6;0;12.9024
CA-2016-146934;2446;TEC-PH-10001336;AF-10870;5/22/2016;5/27/2016;Standard Class;257.98;2;0;74.8142
CA-2015-100573;2447;OFF-EN-10000461;AM-10705;9/25/2015;10/1/2015;Standard Class;17.48;2;0;8.2156
CA-2016-119165;2448;FUR-CH-10000988;BD-11320;10/31/2016;11/6/2016;Standard Class;492.835;5;0.3;-14.081
CA-2015-128027;2449;OFF-ST-10001809;CM-12385;9/14/2015;9/17/2015;Second Class;269.49;3;0;5.3898
CA-2016-140207;2450;OFF-BI-10003963;CS-12400;11/5/2016;11/10/2016;Standard Class;29.12;5;0.2;9.828
CA-2017-140949;2451;OFF-LA-10000081;DB-13405;3/17/2017;3/22/2017;Second Class;18.75;5;0;R9,00
CA-2017-140949;2452;TEC-PH-10000149;DB-13405;3/17/2017;3/22/2017;Second Class;119.7;6;0;31.122
CA-2017-140949;2453;OFF-BI-10000605;DB-13405;3/17/2017;3/22/2017;Second Class;9.144;3;0.2;3.0861
CA-2017-140949;2454;TEC-AC-10002399;DB-13405;3/17/2017;3/22/2017;Second Class;57.06;3;0;18.2592
CA-2017-140949;2455;TEC-AC-10003038;DB-13405;3/17/2017;3/22/2017;Second Class;71.6;8;0;13.604
CA-2017-140949;2456;OFF-ST-10000344;DB-13405;3/17/2017;3/22/2017;Second Class;107.44;8;0;27.9344
CA-2017-140949;2457;OFF-LA-10004093;DB-13405;3/17/2017;3/22/2017;Second Class;7.31;1;0;3.4357
CA-2017-140949;2458;OFF-AR-10001683;DB-13405;3/17/2017;3/22/2017;Second Class;59.1;6;0;22.458
CA-2017-140949;2459;OFF-ST-10003455;DB-13405;3/17/2017;3/22/2017;Second Class;46.53;3;0;12.0978
CA-2017-138548;2460;OFF-AP-10002578;JG-15160;8/15/2017;8/21/2017;Standard Class;97.84;2;0;25.4384
CA-2015-142419;2461;OFF-PA-10001763;SC-20380;7/11/2015;7/13/2015;Second Class;29.97;3;0;13.4865
CA-2015-142419;2462;OFF-BI-10001597;SC-20380;7/11/2015;7/13/2015;Second Class;98.352;3;0.2;34.4232
CA-2017-148691;2463;OFF-BI-10001524;CS-12460;12/3/2017;12/9/2017;Standard Class;83.92;5;0.2;29.372
CA-2017-148691;2464;OFF-BI-10001553;CS-12460;12/3/2017;12/9/2017;Standard Class;14.624;2;0.2;5.1184
CA-2017-148691;2465;TEC-PH-10000576;CS-12460;12/3/2017;12/9/2017;Standard Class;136.99;1;0;36.9873
CA-2017-148691;2466;OFF-LA-10001317;CS-12460;12/3/2017;12/9/2017;Standard Class;3.15;1;0;1.512
CA-2017-128755;2467;OFF-PA-10000726;MK-18160;5/4/2017;5/8/2017;Standard Class;9.11;1;0;4.0995
CA-2017-128755;2468;OFF-ST-10003306;MK-18160;5/4/2017;5/8/2017;Standard Class;571.44;4;0;165.7176
CA-2017-128755;2469;OFF-PA-10004983;MK-18160;5/4/2017;5/8/2017;Standard Class;32.4;5;0;15.552
CA-2017-128755;2470;OFF-ST-10001291;MK-18160;5/4/2017;5/8/2017;Standard Class;16.91;1;0;4.5657
US-2016-135923;2471;FUR-FU-10002107;CM-11935;1/22/2016;1/28/2016;Standard Class;14.272;8;0.2;4.2816
US-2016-135923;2472;FUR-BO-10002213;CM-11935;1/22/2016;1/28/2016;Standard Class;451.136;4;0.2;-67.6704
US-2016-135923;2473;OFF-AP-10000692;CM-11935;1/22/2016;1/28/2016;Standard Class;64.864;4;0.2;6.4864
CA-2016-114972;2474;FUR-CH-10001190;PF-19225;11/3/2016;11/6/2016;First Class;217.584;2;0.2;-29.9178
CA-2016-114972;2475;TEC-AC-10000682;PF-19225;11/3/2016;11/6/2016;First Class;82.95;5;0;29.0325
CA-2016-114972;2476;OFF-LA-10004545;PF-19225;11/3/2016;11/6/2016;First Class;87.71;7;0;41.2237
CA-2016-114972;2477;OFF-AP-10003057;PF-19225;11/3/2016;11/6/2016;First Class;1101.48;4;0;429.5772
CA-2017-102750;2478;FUR-TA-10000198;GM-14695;9/4/2017;9/8/2017;Second Class;1322.352;3;0.2;-99.1764
CA-2014-145212;2479;OFF-AR-10002833;DC-12850;9/13/2014;9/19/2014;Standard Class;5.46;3;0;1.4742
CA-2017-141992;2480;OFF-SU-10002557;FO-14305;6/19/2017;6/25/2017;Standard Class;11.184;1;0.2;0.8388
CA-2017-141992;2481;OFF-ST-10003656;FO-14305;6/19/2017;6/25/2017;Standard Class;153.584;2;0.2;-32.6366
CA-2017-147956;2482;OFF-ST-10001097;AH-10210;12/24/2017;12/31/2017;Standard Class;1003.62;6;0;R0,00
CA-2017-126067;2483;TEC-PH-10000912;KN-16705;8/28/2017;9/3/2017;Standard Class;35.168;4;0.2;11.4296
CA-2017-126067;2484;FUR-TA-10000617;KN-16705;8/28/2017;9/3/2017;Standard Class;1137.75;5;0;250.305
CA-2017-126067;2485;OFF-BI-10001658;KN-16705;8/28/2017;9/3/2017;Standard Class;99.68;5;0.2;32.396
CA-2017-126067;2486;OFF-AR-10003856;KN-16705;8/28/2017;9/3/2017;Standard Class;5.56;2;0;1.4456
CA-2015-104514;2487;OFF-ST-10001837;CB-12535;1/2/2015;1/4/2015;Second Class;85.52;2;0;22.2352
CA-2015-104514;2488;OFF-AR-10001473;CB-12535;1/2/2015;1/4/2015;Second Class;9.84;3;0;2.6568
CA-2015-104514;2489;OFF-PA-10004285;CB-12535;1/2/2015;1/4/2015;Second Class;20.04;3;0;9.6192
CA-2015-141040;2490;TEC-PH-10001835;TB-21250;10/9/2015;10/13/2015;Second Class;631.96;4;0;303.3408
CA-2015-141040;2491;OFF-PA-10002245;TB-21250;10/9/2015;10/13/2015;Second Class;23.92;4;0;10.764
CA-2014-113579;2492;OFF-PA-10001457;KD-16345;12/13/2014;12/15/2014;Second Class;90.24;6;0;41.5104
CA-2014-144624;2493;TEC-PH-10002885;JM-15865;11/19/2014;11/23/2014;Standard Class;4548.81;7;0;1228.1787
CA-2016-146206;2494;FUR-TA-10004086;KT-16480;9/10/2016;9/14/2016;Second Class;300.93;5;0.3;-34.392
CA-2016-146206;2495;TEC-PH-10000895;KT-16480;9/10/2016;9/14/2016;Second Class;719.96;5;0.2;53.997
CA-2014-136644;2496;FUR-CH-10000225;SC-20575;6/16/2014;6/22/2014;Standard Class;647.84;8;0;32.392
CA-2015-122371;2497;OFF-ST-10002370;BS-11800;9/26/2015;10/1/2015;Standard Class;64.17;3;0;18.6093
CA-2015-122371;2498;OFF-EN-10000056;BS-11800;9/26/2015;10/1/2015;Standard Class;124.46;2;0;58.4962
CA-2016-126935;2499;OFF-BI-10004817;BT-11395;5/19/2016;5/24/2016;Standard Class;9.584;1;0.2;3.3544
US-2017-133781;2500;OFF-EN-10004483;DC-12850;6/22/2017;6/23/2017;First Class;37.608;3;0.2;12.6927
CA-2017-131618;2501;OFF-PA-10001892;LS-17200;6/17/2017;6/20/2017;First Class;12.224;2;0.2;4.4312
CA-2017-131618;2502;OFF-BI-10000546;LS-17200;6/17/2017;6/20/2017;First Class;2.304;4;0.8;-3.5712
CA-2017-131618;2503;OFF-BI-10001294;LS-17200;6/17/2017;6/20/2017;First Class;9.36;4;0.8;-16.38
CA-2016-149482;2504;OFF-LA-10000248;RR-19315;11/14/2016;11/19/2016;Standard Class;7.38;2;0;3.4686
CA-2014-143917;2505;OFF-ST-10001228;KL-16645;7/25/2014;7/27/2014;Second Class;53.72;4;0;15.0416
CA-2014-143917;2506;OFF-SU-10000151;KL-16645;7/25/2014;7/27/2014;Second Class;8187.65;5;0;327.506
CA-2014-143917;2507;FUR-FU-10004351;KL-16645;7/25/2014;7/27/2014;Second Class;77.92;8;0;34.2848
CA-2015-120397;2508;OFF-AP-10001293;RB-19435;7/2/2015;7/2/2015;Same Day;32.784;4;0.8;-85.2384
CA-2017-163902;2509;TEC-PH-10000675;MY-17380;3/2/2017;3/8/2017;Standard Class;196.776;3;0.2;14.7582
CA-2017-163902;2510;TEC-AC-10000580;MY-17380;3/2/2017;3/8/2017;Standard Class;479.94;6;0;52.7934
CA-2016-136812;2511;OFF-ST-10003470;AW-10930;11/18/2016;11/23/2016;Standard Class;1117.92;4;0;55.896
CA-2015-102722;2512;TEC-AC-10003116;KW-16570;4/18/2015;4/19/2015;First Class;106.5;6;0;41.535
CA-2017-155089;2513;OFF-BI-10002429;DB-12910;12/2/2017;12/6/2017;Standard Class;45.66;5;0.7;-33.484
CA-2016-124506;2514;TEC-AC-10003280;BB-11545;11/11/2016;11/17/2016;Standard Class;95.968;4;0.2;1.1996
CA-2016-124506;2515;FUR-CH-10004540;BB-11545;11/11/2016;11/17/2016;Standard Class;47.992;2;0.3;-2.0568
CA-2014-106572;2516;OFF-ST-10000585;NP-18700;9/5/2014;9/10/2014;Standard Class;264.32;2;0.2;19.824
CA-2014-128888;2517;OFF-EN-10003001;PB-19105;11/15/2014;11/22/2014;Standard Class;604.656;9;0.2;204.0714
CA-2017-123134;2518;FUR-FU-10003975;DW-13585;5/2/2017;5/7/2017;Standard Class;129.93;3;0;12.993
CA-2016-124352;2519;OFF-LA-10004559;CD-12790;10/15/2016;10/21/2016;Standard Class;20.16;7;0;9.8784
CA-2016-124352;2520;OFF-LA-10003223;CD-12790;10/15/2016;10/21/2016;Standard Class;29.46;6;0;14.4354
CA-2016-124352;2521;OFF-AP-10002651;CD-12790;10/15/2016;10/21/2016;Standard Class;868.59;3;0;251.8911
CA-2016-124352;2522;OFF-PA-10003177;CD-12790;10/15/2016;10/21/2016;Standard Class;12.96;2;0;6.2208
CA-2016-124352;2523;TEC-PH-10003442;CD-12790;10/15/2016;10/21/2016;Standard Class;5.5;1;0;1.375
CA-2016-124352;2524;OFF-BI-10000977;CD-12790;10/15/2016;10/21/2016;Standard Class;121.6;4;0;55.936
CA-2015-124541;2525;OFF-AR-10004078;TT-21220;4/6/2015;4/10/2015;Standard Class;42.048;9;0.2;5.256
CA-2015-124541;2526;TEC-AC-10002550;TT-21220;4/6/2015;4/10/2015;Standard Class;25.488;2;0.2;4.4604
CA-2015-124541;2527;OFF-BI-10004965;TT-21220;4/6/2015;4/10/2015;Standard Class;6.9;3;0.8;-12.075
CA-2015-124541;2528;OFF-BI-10004209;TT-21220;4/6/2015;4/10/2015;Standard Class;9.648;6;0.8;-16.884
CA-2015-124541;2529;OFF-PA-10001526;TT-21220;4/6/2015;4/10/2015;Standard Class;7.968;2;0.2;2.8884
CA-2014-108707;2530;OFF-PA-10000788;DB-12910;10/24/2014;10/29/2014;Standard Class;10.368;2;0.2;3.6288
CA-2014-111500;2531;OFF-PA-10000595;DJ-13510;8/17/2014;8/21/2014;Standard Class;114.2;5;0;52.532
CA-2014-111500;2532;OFF-BI-10000829;DJ-13510;8/17/2014;8/21/2014;Standard Class;17.96;4;0;8.2616
CA-2014-111500;2533;OFF-FA-10002676;DJ-13510;8/17/2014;8/21/2014;Standard Class;12.67;7;0;4.5612
CA-2014-111500;2534;TEC-AC-10000844;DJ-13510;8/17/2014;8/21/2014;Standard Class;339.96;4;0;122.3856
US-2017-117723;2535;OFF-ST-10004459;DL-13495;8/15/2017;8/18/2017;Second Class;1801.632;6;0.2;-337.806
CA-2015-143238;2536;TEC-AC-10003499;LO-17170;9/6/2015;9/8/2015;First Class;46.32;4;0;18.0648
CA-2015-168746;2537;FUR-CH-10000513;SV-20365;1/27/2015;1/29/2015;Second Class;181.986;2;0.3;-54.5958
CA-2015-168746;2538;TEC-PH-10000895;SV-20365;1/27/2015;1/29/2015;Second Class;431.976;4;0.4;-100.7944
CA-2015-168746;2539;TEC-PH-10002555;SV-20365;1/27/2015;1/29/2015;Second Class;155.37;1;0.4;-36.253
CA-2015-113404;2540;FUR-CH-10003312;EM-13810;7/16/2015;7/16/2015;Same Day;1348.704;6;0.2;-219.1644
CA-2015-113404;2541;FUR-CH-10004086;EM-13810;7/16/2015;7/16/2015;Same Day;700.152;3;0.2;78.7671
CA-2016-144792;2542;FUR-FU-10002759;KD-16615;4/30/2016;5/4/2016;Standard Class;111.888;7;0.2;22.3776
CA-2014-164385;2543;OFF-AP-10002191;NB-18580;9/26/2014;10/1/2014;Second Class;143.952;3;0.2;14.3952
US-2016-114174;2544;FUR-BO-10003450;AP-10720;9/8/2016;9/14/2016;Standard Class;173.94;3;0;13.9152
US-2016-114174;2545;OFF-LA-10000248;AP-10720;9/8/2016;9/14/2016;Standard Class;14.76;4;0;6.9372
CA-2017-108070;2546;OFF-ST-10004804;JE-15745;4/16/2017;4/20/2017;Standard Class;205.92;4;0;2.0592
CA-2017-108070;2547;FUR-BO-10001337;JE-15745;4/16/2017;4/20/2017;Standard Class;102.833;1;0.15;-6.049
US-2015-128090;2548;OFF-AR-10002255;JM-15865;8/16/2015;8/22/2015;Standard Class;2.304;1;0.2;0.2592
US-2015-128090;2549;TEC-PH-10002624;JM-15865;8/16/2015;8/22/2015;Standard Class;1879.96;5;0.2;211.4955
US-2015-128090;2550;OFF-PA-10001878;JM-15865;8/16/2015;8/22/2015;Standard Class;313.024;8;0.2;105.6456
US-2015-128090;2551;OFF-LA-10000452;JM-15865;8/16/2015;8/22/2015;Standard Class;5.04;2;0.2;1.764
CA-2017-101042;2552;FUR-FU-10004665;AB-10105;11/19/2017;11/23/2017;Standard Class;821.88;6;0;213.6888
CA-2017-101042;2553;OFF-BI-10000088;AB-10105;11/19/2017;11/23/2017;Standard Class;21.96;2;0;10.7604
CA-2016-155439;2554;OFF-PA-10000029;PN-18775;9/14/2016;9/18/2016;Standard Class;25.92;4;0;12.4416
CA-2016-118626;2555;TEC-PH-10000369;JC-15775;8/15/2016;8/20/2016;Standard Class;705.544;7;0.2;70.5544
CA-2015-111458;2556;TEC-AC-10001590;PF-19165;9/26/2015;9/30/2015;Standard Class;R50,00;2;0;R12,00
US-2016-126844;2557;FUR-FU-10004909;BW-11110;10/8/2016;10/14/2016;Standard Class;51.712;8;0.6;-32.32
US-2015-112508;2558;OFF-AP-10002287;BP-11185;3/24/2015;3/30/2015;Standard Class;6.992;2;0.2;0.5244
CA-2015-147788;2559;FUR-BO-10004357;TM-21010;5/31/2015;6/4/2015;Standard Class;1406.86;7;0;140.686
CA-2015-147788;2560;OFF-LA-10003766;TM-21010;5/31/2015;6/4/2015;Standard Class;15.75;5;0;7.56
CA-2015-147788;2561;OFF-ST-10000046;TM-21010;5/31/2015;6/4/2015;Standard Class;323.1;2;0;61.389
CA-2015-144288;2562;OFF-LA-10003190;MB-17305;12/25/2015;12/31/2015;Standard Class;9.216;4;0.2;3.3408
CA-2015-144288;2563;OFF-PA-10002787;MB-17305;12/25/2015;12/31/2015;Standard Class;10.368;2;0.2;3.6288
CA-2015-110632;2564;TEC-AC-10000387;HR-14830;3/17/2015;3/22/2015;Second Class;15.02;1;0;2.7036
CA-2015-110632;2565;OFF-ST-10001291;HR-14830;3/17/2015;3/22/2015;Second Class;33.82;2;0;9.1314
CA-2017-109589;2566;TEC-AC-10003116;BD-11635;12/21/2017;12/24/2017;First Class;R71,00;4;0;27.69
CA-2017-123967;2567;OFF-BI-10001308;SF-20200;11/1/2017;11/3/2017;Second Class;25.12;5;0.2;7.85
CA-2017-123967;2568;FUR-TA-10003954;SF-20200;11/1/2017;11/3/2017;Second Class;2665.62;9;0;239.9058
CA-2017-148929;2569;OFF-ST-10003282;SP-20620;9/7/2017;9/11/2017;Standard Class;478.08;8;0;133.8624
CA-2017-134404;2570;TEC-PH-10000576;DR-12880;12/27/2017;12/27/2017;Same Day;164.388;2;0.4;-35.6174
CA-2017-134404;2571;OFF-AR-10004441;DR-12880;12/27/2017;12/27/2017;Same Day;13.248;4;0.2;3.6432
CA-2017-109778;2572;OFF-AR-10003759;VM-21685;7/16/2017;7/21/2017;Standard Class;2.912;2;0.2;0.91
CA-2016-155845;2573;TEC-AC-10004145;CM-12235;8/12/2016;8/15/2016;Second Class;1399.944;7;0.2;52.4979
CA-2017-145128;2574;FUR-FU-10000293;SM-20320;7/9/2017;7/14/2017;Standard Class;526.45;5;0;31.587
CA-2014-129091;2575;OFF-EN-10004955;RA-19885;11/22/2014;11/27/2014;Standard Class;16.23;3;0;7.9527
CA-2014-129091;2576;OFF-BI-10001071;RA-19885;11/22/2014;11/27/2014;Standard Class;319.9;5;0;156.751
CA-2014-129091;2577;OFF-EN-10001990;RA-19885;11/22/2014;11/27/2014;Standard Class;11.36;2;0;5.3392
CA-2014-129091;2578;OFF-AP-10002734;RA-19885;11/22/2014;11/27/2014;Standard Class;675.12;3;0;290.3016
US-2014-155502;2579;FUR-FU-10004587;SD-20485;1/26/2014;1/31/2014;Standard Class;62.82;3;0;30.7818
US-2014-155502;2580;OFF-ST-10004337;SD-20485;1/26/2014;1/31/2014;Standard Class;489.92;8;0;R0,00
US-2014-155502;2581;OFF-PA-10003072;SD-20485;1/26/2014;1/31/2014;Standard Class;19.44;3;0;9.3312
US-2014-155502;2582;OFF-PA-10000380;SD-20485;1/26/2014;1/31/2014;Standard Class;16.68;2;0;8.34
US-2014-155502;2583;TEC-PH-10004833;SD-20485;1/26/2014;1/31/2014;Standard Class;155.35;13;0;R0,00
US-2014-155502;2584;FUR-FU-10001847;SD-20485;1/26/2014;1/31/2014;Standard Class;12.42;3;0;4.4712
US-2014-155502;2585;TEC-PH-10002103;SD-20485;1/26/2014;1/31/2014;Standard Class;187.98;2;0;52.6344
CA-2015-121041;2586;OFF-EN-10001137;CS-12250;11/3/2015;11/10/2015;Standard Class;6.608;2;0.2;2.1476
CA-2017-131695;2587;OFF-ST-10001476;RA-19285;6/30/2017;7/6/2017;Standard Class;248.57;7;0;67.1139
CA-2017-131695;2588;FUR-FU-10002045;RA-19285;6/30/2017;7/6/2017;Standard Class;22.23;1;0;9.7812
CA-2016-137729;2589;OFF-ST-10001505;BF-11005;5/5/2016;5/9/2016;Standard Class;5.98;1;0;1.0166
CA-2016-137729;2590;TEC-PH-10001433;BF-11005;5/5/2016;5/9/2016;Standard Class;246.168;3;0.2;21.5397
US-2016-115455;2591;FUR-FU-10004671;SE-20110;9/8/2016;9/14/2016;Standard Class;14.136;2;0.6;-7.7748
US-2016-115455;2592;FUR-TA-10003569;SE-20110;9/8/2016;9/14/2016;Standard Class;601.47;3;0.5;-300.735
CA-2017-128300;2593;TEC-PH-10002807;RS-19765;11/24/2017;11/26/2017;Second Class;79.1;2;0;39.55
CA-2017-128300;2594;OFF-BI-10001597;RS-19765;11/24/2017;11/26/2017;Second Class;327.84;8;0;157.3632
CA-2017-149048;2595;OFF-EN-10003296;BM-11650;5/13/2017;5/17/2017;Standard Class;180.96;2;0;81.432
CA-2017-149048;2596;OFF-BI-10004632;BM-11650;5/13/2017;5/17/2017;Standard Class;914.97;3;0;411.7365
CA-2017-149048;2597;TEC-PH-10002310;BM-11650;5/13/2017;5/17/2017;Standard Class;587.97;3;0;158.7519
CA-2017-149048;2598;OFF-ST-10000078;BM-11650;5/13/2017;5/17/2017;Standard Class;530.34;2;0;95.4612
CA-2017-149048;2599;OFF-PA-10001752;BM-11650;5/13/2017;5/17/2017;Standard Class;14.94;3;0;7.3206
CA-2017-108553;2600;OFF-AP-10000026;SK-19990;4/23/2017;4/29/2017;Standard Class;121.94;2;0;35.3626
CA-2017-108553;2601;OFF-SU-10002573;SK-19990;4/23/2017;4/29/2017;Standard Class;122.71;7;0;36.813
CA-2016-165848;2602;OFF-PA-10000349;EN-13780;6/4/2016;6/4/2016;Same Day;14.94;3;0;7.0218
CA-2016-165848;2603;TEC-MA-10003356;EN-13780;6/4/2016;6/4/2016;Same Day;1349.85;3;0;364.4595
CA-2016-165848;2604;FUR-BO-10000362;EN-13780;6/4/2016;6/4/2016;Same Day;136.784;1;0.2;5.1294
CA-2016-165848;2605;FUR-FU-10003878;EN-13780;6/4/2016;6/4/2016;Same Day;61.12;4;0;20.7808
CA-2014-112718;2606;OFF-BI-10000591;KN-16450;12/16/2014;12/21/2014;Standard Class;1.167;1;0.7;-0.8558
CA-2016-154053;2607;OFF-AR-10003727;MG-17890;3/4/2016;3/10/2016;Standard Class;16.99;1;0;4.9271
CA-2014-127446;2608;TEC-AC-10001635;MC-17590;11/25/2014;11/30/2014;Standard Class;24.672;3;0.2;R0,00
CA-2014-127446;2609;OFF-LA-10001317;MC-17590;11/25/2014;11/30/2014;Standard Class;2.52;1;0.2;0.882
CA-2014-127446;2610;FUR-TA-10000577;MC-17590;11/25/2014;11/30/2014;Standard Class;1218.735;5;0.3;-121.8735
CA-2014-127446;2611;OFF-LA-10000248;MC-17590;11/25/2014;11/30/2014;Standard Class;5.904;2;0.2;1.9926
CA-2014-127446;2612;OFF-PA-10000955;MC-17590;11/25/2014;11/30/2014;Standard Class;15.696;3;0.2;5.1012
CA-2014-127446;2613;FUR-FU-10000221;MC-17590;11/25/2014;11/30/2014;Standard Class;6.096;3;0.6;-3.9624
CA-2016-137204;2614;FUR-CH-10002304;BO-11350;4/28/2016;5/5/2016;Standard Class;41.568;2;0.2;2.598
CA-2014-147298;2615;FUR-CH-10004886;AG-10300;4/26/2014;5/3/2014;Standard Class;230.28;3;0.2;23.028
CA-2014-147298;2616;OFF-BI-10001525;AG-10300;4/26/2014;5/3/2014;Standard Class;18.288;6;0.2;5.715
CA-2017-147942;2617;OFF-LA-10003663;MS-17365;4/1/2017;4/5/2017;Standard Class;5.78;2;0;2.7166
CA-2017-147942;2618;OFF-BI-10001294;MS-17365;4/1/2017;4/5/2017;Standard Class;121.68;13;0.2;38.025
CA-2017-115931;2619;OFF-AR-10000369;JM-15655;12/22/2017;12/26/2017;Standard Class;4.17;3;0;1.0842
CA-2017-115931;2620;TEC-PH-10001300;JM-15655;12/22/2017;12/26/2017;Standard Class;67.04;4;0.2;6.704
CA-2017-115931;2621;OFF-ST-10000876;JM-15655;12/22/2017;12/26/2017;Standard Class;37.32;3;0;10.4496
CA-2017-115931;2622;OFF-LA-10001404;JM-15655;12/22/2017;12/26/2017;Standard Class;18.45;5;0;8.6715
CA-2014-164861;2623;OFF-PA-10001972;MC-17635;12/3/2014;12/6/2014;Second Class;25.92;4;0;12.4416
CA-2017-127180;2624;TEC-CO-10004722;TA-21385;10/22/2017;10/24/2017;First Class;11199.968;4;0.2;3919.9888
CA-2017-127180;2625;TEC-PH-10001494;TA-21385;10/22/2017;10/24/2017;First Class;2399.6;8;0;647.892
CA-2017-127180;2626;OFF-EN-10002500;TA-21385;10/22/2017;10/24/2017;First Class;63.9;5;0;28.755
CA-2017-127180;2627;TEC-PH-10003800;TA-21385;10/22/2017;10/24/2017;First Class;52.99;1;0;0.5299
US-2017-165344;2628;TEC-AC-10002399;SB-20290;11/13/2017;11/15/2017;First Class;60.864;4;0.2;9.1296
US-2017-165344;2629;TEC-MA-10002210;SB-20290;11/13/2017;11/15/2017;First Class;652.995;7;0.7;-935.9595
US-2017-165344;2630;OFF-BI-10003196;SB-20290;11/13/2017;11/15/2017;First Class;11.22;10;0.7;-7.48
CA-2015-168186;2631;OFF-PA-10000477;AB-10150;9/10/2015;9/15/2015;Standard Class;14.94;3;0;7.0218
US-2017-110604;2632;FUR-FU-10000076;JF-15295;5/15/2017;5/20/2017;Standard Class;39.96;2;0;17.1828
US-2017-110604;2633;FUR-CH-10002017;JF-15295;5/15/2017;5/20/2017;Standard Class;42.624;2;0.2;4.2624
US-2017-110604;2634;FUR-CH-10004287;JF-15295;5/15/2017;5/20/2017;Standard Class;220.96;1;0.2;24.858
CA-2015-116750;2635;FUR-FU-10003829;BF-10975;7/5/2015;7/10/2015;Second Class;4.928;2;0.2;0.7392
CA-2015-116750;2636;OFF-BI-10004728;BF-10975;7/5/2015;7/10/2015;Second Class;7.23;5;0.7;-5.784
CA-2015-162369;2637;OFF-ST-10000046;TT-21265;8/15/2015;8/19/2015;Standard Class;323.1;2;0;61.389
CA-2017-108441;2638;OFF-PA-10000697;SB-20170;6/12/2017;6/18/2017;Standard Class;19.04;4;0;9.3296
CA-2017-108441;2639;OFF-BI-10000848;SB-20170;6/12/2017;6/18/2017;Standard Class;13.128;3;0.2;4.2666
CA-2017-108441;2640;OFF-AR-10004691;SB-20170;6/12/2017;6/18/2017;Standard Class;64.14;3;0;16.6764
CA-2017-108441;2641;FUR-CH-10000595;SB-20170;6/12/2017;6/18/2017;Standard Class;858.24;4;0.1;143.04
CA-2015-169740;2642;TEC-AC-10000927;LM-17065;2/20/2015;2/25/2015;Standard Class;29.99;1;0;2.999
CA-2016-124051;2643;OFF-PA-10001289;KA-16525;12/29/2016;12/30/2016;First Class;186.048;6;0.2;67.4424
CA-2016-149111;2644;TEC-PH-10003092;BF-11170;4/17/2016;4/21/2016;Second Class;36.792;1;0.2;4.1391
CA-2016-149111;2645;FUR-FU-10000206;BF-11170;4/17/2016;4/21/2016;Second Class;18.624;8;0.2;6.2856
CA-2014-131002;2646;FUR-FU-10004270;TB-21400;9/7/2014;9/12/2014;Second Class;57.69;3;0;23.6529
CA-2014-131002;2647;OFF-BI-10000948;TB-21400;9/7/2014;9/12/2014;Second Class;42.81;3;0;20.1207
CA-2014-131002;2648;OFF-PA-10000223;TB-21400;9/7/2014;9/12/2014;Second Class;12.96;2;0;6.2208
CA-2014-131002;2649;FUR-FU-10004665;TB-21400;9/7/2014;9/12/2014;Second Class;821.88;6;0;213.6888
CA-2014-131002;2650;TEC-PH-10000215;TB-21400;9/7/2014;9/12/2014;Second Class;104.85;3;0;28.3095
US-2016-146794;2651;FUR-BO-10004467;SH-19975;9/26/2016;10/1/2016;Standard Class;424.9575;5;0.15;19.998
CA-2017-112515;2652;OFF-BI-10000829;AS-10225;9/17/2017;9/21/2017;Second Class;10.776;3;0.2;3.5022
CA-2017-112515;2653;OFF-BI-10003712;AS-10225;9/17/2017;9/21/2017;Second Class;11.784;3;0.2;4.2717
CA-2017-112515;2654;OFF-PA-10000062;AS-10225;9/17/2017;9/21/2017;Second Class;164.88;3;0;80.7912
CA-2017-112515;2655;FUR-BO-10003404;AS-10225;9/17/2017;9/21/2017;Second Class;1292.94;3;0;77.5764
CA-2017-112515;2656;OFF-BI-10004233;AS-10225;9/17/2017;9/21/2017;Second Class;25.584;2;0.2;8.9544
CA-2017-112515;2657;OFF-ST-10001272;AS-10225;9/17/2017;9/21/2017;Second Class;261.74;2;0;65.435
CA-2017-112515;2658;OFF-LA-10001175;AS-10225;9/17/2017;9/21/2017;Second Class;14.4;5;0;7.056
CA-2016-150343;2659;OFF-EN-10004030;PK-19075;8/16/2016;8/20/2016;Standard Class;10.86;3;0;5.1042
CA-2015-135538;2660;FUR-CH-10004287;HR-14830;12/24/2015;12/28/2015;Standard Class;883.84;4;0.2;99.432
CA-2017-123372;2661;TEC-PH-10002834;DG-13300;11/28/2017;12/2/2017;Standard Class;1979.89;11;0;494.9725
CA-2017-123372;2662;OFF-EN-10003055;DG-13300;11/28/2017;12/2/2017;Standard Class;79.96;2;0;35.982
CA-2017-159604;2663;OFF-BI-10003460;CL-12700;4/14/2017;4/15/2017;First Class;8.76;2;0;4.2048
CA-2016-164784;2664;OFF-LA-10001569;HF-14995;5/1/2016;5/4/2016;First Class;3.984;1;0.2;1.2948
CA-2016-164784;2665;FUR-TA-10004534;HF-14995;5/1/2016;5/4/2016;First Class;370.62;3;0.4;-142.071
